link_kost,nama_kost,alamat_kost_1,alamat_kost_2,latitude,longitude,jenis_kost,luas_kamar,fasilitas_gedung,sekitar_gedung,harga_mulai,tipe_kamar,tipe_kamar (nama_kamar),tipe_kamar (luas_kamar),tipe_kamar (harga_kamar),tipe_kamar (spesifikasi_kamar),tipe_kamar (fasilitas_kamar)
https://infokost.id/listing/kost-the-home-kebayoran-lama/,Kost The Home Kebayoran Lama,Gg H. Leman No. 112B Jalan Tanah Kusir II,"KEBAYORAN LAMA SELATAN,           KEBAYORAN LAMA,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12240",-6.2572147819573,106.78249744418159,Kost Campur,,"[' Area makan', ' Area parkir', ' CCTV', ' Dapur', ' Dispenser', ' Gym', ' Kompor', ' Kulkas', ' Rooftop', ' Ruang santai / ruang tamu', ' Wifi']","['SMP Negeri 164 Jakarta', 'Masjid Raya Pondok Indah', 'Pondok Indah Mall 1']",Rp 2.800.000/bulan,yes,[' Tipe A'],['Luas kamar: 16m'],"[' Rp 2.800.000', ' ']","[['1 Tempat tidur (160x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']]","[['AC', 'Kursi', 'Lemari', 'Meja', 'TV Kabel']]"
https://infokost.id/listing/kost-rachmar/,Kost Rachmar,"Jl. Rawa Simprug IX No.44, RT 009, RW 009, Grogol Selatan, Kebayoran Lama, Jakarta Selatan, 12220","GROGOL UTARA,           KEBAYORAN LAMA,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12220",-6.231114344021756,106.78480271022164,Kost Putri,,"[' Area parkir', ' Kompor', ' Kulkas', ' Mesin cuci', ' Microwave', ' Rooftop', ' Wifi']","['Universitas Pertamina', 'RAMAYANA Pasar Kebayoran Lama', 'Grand ITC Permata Hijau']",Rp 1.100.000/bulan,yes,[' Standard'],['Luas kamar: 6m'],"[' Rp 1.100.000', ' ']","[['1 Tempat tidur (90x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam']]",[['Lemari']]
https://infokost.id/listing/rukita-jati-anom-pejaten/,Rukita Jati Anom Pejaten,Jalan Jati Anom No 9. Kel Jati Padang. Kec Pasar Minggu. Jakarta Selatan,"JATI PADANG,           PASAR MINGGU,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12540",-6.2841768,106.8276834,Kost Campur,,"[' Area makan', ' Area parkir', ' CCTV', ' Cleaning service', ' Dapur', ' Dispenser', ' Kompor', ' Kulkas', ' Laundry', ' Meja kompor', ' Mesin cuci', ' Ruang santai / ruang tamu', ' Tempat jemur pakaian', ' Wifi']","['\xa0\xa0Supermarket', '\xa0\xa0Sekolah', '\xa0\xa0Rumah Sakit', '\xa0\xa0Rumah Makan', '\xa0\xa0Mall', '\xa0\xa0Kampus', '\xa0\xa0Halte Bus']",Rp 2.750.000/bulan,yes,"[' Superior Single A', ' Master Single A', ' Master Single B', ' Superior Single B', ' Executive Queen']","['Luas kamar: 13,4m', 'Luas kamar: 15,6m', 'Luas kamar: 15,6m', 'Luas kamar: 13,4m', 'Luas kamar: 17,0m']","[' Rp 2.750.000', ' ', ' Rp 2.950.000', ' ', ' Rp 3.050.000', ' ', ' Rp 3.150.000', ' ', ' Rp 3.250.000', ' ']","[['1 Tempat tidur (120x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (120x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (100x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (120x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']]","[['AC', 'Kursi', 'Lemari', 'Meja', 'TV'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV']]"
https://infokost.id/listing/kost-gajah-tamansari-bandung/,Kost Gajah Tamansari Bandung,Jl Gajah Lumantung No 35. (Gerbang Biru). Dekat Pintu Belakang Unpas Tamansari. Bandung,"SEKELOA,           COBLONG,           KOTA BANDUNG,           JAWA BARAT",-6.905313449,107.6090029,Kost Putri,Luas Kamar: 8--10 m,[],"['\xa0\xa0Supermarket', ' \xa0\xa0Sekolah', ' \xa0\xa0Rumah Sakit', ' \xa0\xa0Rumah Makan', ' \xa0\xa0Mall', ' \xa0\xa0Kampus', ' \xa0\xa0Halte Bus']",Rp 1.100.000/bulan,no,[],[],[],[],[]
https://infokost.id/listing/kost-kanayakan-d46-dago-tipe-a-coblong-bandung/,Kost Kanayakan D46 Dago Tipe A Coblong Bandung,"Kecamatan Coblong, Kota Bandung, Jawa Barat 40135, Indonesia","DAGO,           COBLONG,           KOTA BANDUNG,           JAWA BARAT",-6.878485743,107.6181748,Kost Putra,Luas Kamar: 10 -- 12 m,[],"['\xa0\xa0Supermarket', ' \xa0\xa0Sekolah', ' \xa0\xa0Rumah Sakit', ' \xa0\xa0Rumah Makan', ' \xa0\xa0Mall', ' \xa0\xa0Kampus', ' \xa0\xa0Halte Bus']",Rp 900.000/bulan,no,[],[],[],[],[]
https://infokost.id/listing/maharani-residence-grogol/,Maharani Residence Grogol,"Jl. Tanjung Duren Dalam VIII No.11, RT.11/RW.3, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia","TANJUNG DUREN SELATAN,           GROGOL PETAMBURAN,           KOTA JAKARTA BARAT,           DKI JAKARTA           11470",-6.180753007341074,106.78695099157939,Kost Putri,,"[' Area parkir', ' Dapur', ' Ruang santai / ruang tamu', ' Wifi']",[],Rp 2.000.000/bulan,yes,"[' Pocket Single', ' Compact Single', ' Compact Queen']","['Luas kamar: 7.5m', 'Luas kamar: 9.7m', 'Luas kamar: 8m']","[' Rp 2.000.000', ' ', ' Rp 2.000.000', ' ', ' Rp 2.000.000', ' ']","[['1 Tempat tidur (120 x 200) 1 orang', 'Termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi luar, Shower'], ['1 Tempat tidur (120 x 200) 1 orang', 'Termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi luar, Shower'], ['1 Tempat tidur (160 x 200) 1 orang', 'Termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi luar, Shower']]","[['AC', 'Sprei'], ['AC', 'Sprei'], ['AC', 'Sprei']]"
https://infokost.id/listing/urbanest-inn-house/,Urbanest Inn House,"Jl. H. Saili No.39-40, RT.5/RW.5, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480","KEMANGGISAN,           PALMERAH,           KOTA JAKARTA BARAT,           DKI JAKARTA           11480",-6.1916100941811365,106.79287433613676,Kost Campur,,"[' Area makan', ' Area parkir', ' CCTV', ' Dapur', ' Dispenser', ' Kolam renang', ' Kompor', ' Kulkas', ' Laundry', ' Lift', ' Ruang santai / ruang tamu', ' Wifi']","['Plaza Slipi Jaya', 'Lapangan Sepak Bola Wijaya Kusuma', 'BINUS UNIVERSITY, Kampus Kijang', 'Universitas Bina Nusantara – Kampus Syahdan']",Rp 3.800.000/bulan,yes,"[' Double Room', ' Twin Room']","['Luas kamar: 12m', 'Luas kamar: 12m']","[' Rp 3.800.000', ' ', ' Rp 4.500.000', ' ']","[['1 Tempat tidur (160x200) 2 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['2 Tempat tidur (90x200) 2 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']]","[['AC', 'Kursi', 'Lemari', 'Meja', 'Sprei', 'TV Kabel'], ['AC', 'Kursi', 'Lemari', 'Meja', 'Sprei', 'TV Kabel']]"
https://infokost.id/listing/aldebaran-residence/,Aldebaran Residence,"Karangwaru, Tegalrejo, Yogyakarta City, Special Region of Yogyakarta 55241","KARANGWARU,           TEGALREJO,           KOTA YOGYAKARTA,           DI YOGYAKARTA           55241",-7.770873606702514,110.36364426209806,Kost Campur,,"[' Area parkir', ' CCTV', ' Dapur', ' Dispenser', ' Kulkas', ' Ruang santai / ruang tamu', ' Wifi']","['Universitas Gadjah Mada', 'SEKOLAH TINGGI MARITIM YOGYAKARTA', 'RSU Sakina Idaman', 'Galeria Mall', 'Sindu Kusuma Edupark (SKE)']",Rp 2.000.000/bulan,yes,[' Standard'],['Luas kamar: 9m'],"[' Rp 2.000.000', ' ']","[['1 Tempat tidur (160x200) 2 orang', 'Tidak termasuk listrik', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']]","[['AC', 'Kursi', 'Lemari']]"
https://infokost.id/listing/kost-20-ibu-hj-euis-tipe-a-sukajadi-bandung/,Kost 20 Ibu Hj Euis Tipe A Sukajadi Bandung,jl babakan jeruk 2 no 20 kecamatan sukajadi kelurahan sukagalih kota bandung,"SUKAGALIH,           SUKAJADI,           KOTA BANDUNG,           JAWA BARAT",-6.890743758,107.5834741,Kost Campur,Luas Kamar: 10 -- 12 m,[],"['\xa0\xa0Supermarket', ' \xa0\xa0Sekolah', ' \xa0\xa0Rumah Sakit', ' \xa0\xa0Rumah Makan', ' \xa0\xa0Mall', ' \xa0\xa0Kampus', ' \xa0\xa0Halte Bus']",Rp 800.000/bulan,no,[],[],[],[],[]
https://infokost.id/listing/apartemen-parahyangan-residence/,Apartemen Parahyangan Residence,"Tower Pangrango, Jl. Ciumbuleuit Parahyangan Residence No.125, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141","HEGARMANAH,           CIDADAP,           KOTA BANDUNG,           JAWA BARAT           40141",-6.8773249467487485,107.60411639710361,Kost Campur,,"[' Area makan', ' Area parkir', ' CCTV', ' Dapur', ' Dispenser', ' Gym', ' Kolam renang', ' Kompor', ' Kulkas', ' Lift', ' Meja kompor', ' Microwave', ' Rooftop', ' Ruang santai / ruang tamu', ' Tempat jemur pakaian', ' Wifi']","['Universitas Katolik Parahyangan', 'Gedung 3 FISIP UNPAR', 'Babakan Siliwangi City Forest Path Bandung', 'Kebun Binatang Bandung', 'Sekolah Calon Perwira Angkatan Darat', 'Coffe Shop', 'Warung Makan']",Rp 3.500.000/bulan,yes,"[' 2 BR', ' 1 BR (Master Bed Room)']","['Luas kamar: 45m', 'Luas kamar: 31m']","[' Rp 5.800.000', ' ', ' Rp 3.500.000', ' ']","[['1 Tempat tidur (160x200) 2 orang', 'Termasuk listrik', '\n          Terdapat Balkon          ', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 2 orang', 'Termasuk listrik', '\n          Terdapat Balkon          ', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']]","[['AC', 'Kulkas', 'Lemari', 'Meja', 'Sprei', 'TV Kabel'], ['AC', 'Kursi', 'Lemari', 'Meja', 'Sprei', 'TV Kabel']]"
https://infokost.id/listing/kost-siska-sukajadi-bandung/,Kost Siska Sukajadi Bandung,"Jl. Sukagalih No.47, Cipedes, Kec. Sukajadi, Kota Bandung, Jawa Barat 40162, Indonesia","CIUMBULEUIT,           CIDADAP,           KOTA BANDUNG,           JAWA BARAT",-6.892539061,107.5950004,Kost Putri,Luas Kamar: 8--10 m,[],"['\xa0\xa0Supermarket', ' \xa0\xa0Sekolah', ' \xa0\xa0Rumah Sakit', ' \xa0\xa0Rumah Makan', ' \xa0\xa0Mall', ' \xa0\xa0Kampus', ' \xa0\xa0Halte Bus']",Rp 800.000/bulan,no,[],[],[],[],[]
https://infokost.id/listing/kost-pelangi-2/,Kost Pelangi,"Jl. Gabus 2, RT.004/RW.007, Kayuringin Jaya, Kec. Bekasi Sel., Kota Bks, Jawa Barat 17144, Indonesia","KAYURINGIN JAYA,           BEKASI SELATAN,           KOTA BEKASI,           JAWA BARAT           17144",-6.247670644709531,106.98631920924235,Kost Campur,,"[' Area parkir', ' Ruang santai / ruang tamu', ' Wifi']","['Metropolitan Mall', 'Giant Mega Bekasi Hypermall', 'Lagoon Avenue Mall Bekasi', 'Primaya Hospital Bekasi Barat', 'Stadion Patriot Candrabhaga']",Rp 600.000/bulan,yes,[' Standard'],['Luas kamar: 9m'],"[' Rp 600.000', ' ']","[['0 Tempat tidur (0) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi luar']]",[[]]
https://infokost.id/listing/kost-ruhana-45-tipe-b-lengkong-bandung/,Kost Ruhana 45 Tipe B Lengkong Bandung,jl. ruhana no. 45 lengkong kecil,"PASIRKALIKI,           CICENDO,           KOTA BANDUNG,           JAWA BARAT",-6.952319,107.620671,Kost Campur,Luas Kamar: 8--10 m,[],"['\xa0\xa0Supermarket', ' \xa0\xa0Sekolah', ' \xa0\xa0Rumah Sakit', ' \xa0\xa0Rumah Makan', ' \xa0\xa0Mall', ' \xa0\xa0Kampus', ' \xa0\xa0Halte Bus']",Rp 1.250.000/bulan,no,[],[],[],[],[]
https://infokost.id/listing/kost-pa-ferry/,Kost Pa Ferry,"Jl cijagra 3 no 9A rt3/rw2,kel cijagra, kec lengkong, Bandung, Jawa Barat","CIJAGRA,           LENGKONG,           KOTA BANDUNG,           JAWA BARAT           40265",-6.945882695457926,107.6261753354008,Kost Campur,,"[' Area parkir', ' CCTV', ' Kulkas', ' Rooftop', ' Wifi']","['Institut Seni Budaya Indonesia', 'Carrefour Kiaracondong', 'SMK Negeri 3 Kota Bandung', 'Sport Center di Bandung – Bikasoga', 'Masjid Al-Fajr']",Rp 1.250.000/bulan,yes,[' Standard'],"['Luas kamar: 10,5m']","[' Rp 1.250.000', ' ']","[['1 Tempat tidur (100x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower']]",[['Lemari']]
https://infokost.id/listing/kost-jl-komando-iii-i/,Kost Jl. Komando III/I,"Jl. Komando III/I No.10 RT.10/RW.3, Kuningan, Karet Kecamatan Setiabudi Kota Jakarta Selatan Daerah Khusus Ibukota Jakarta 12920","KARET,           SETIA BUDI,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12920",-6.2154819285115055,106.82464101997493,Kost Campur,,"[' Area parkir', ' Dapur', ' Kompor', ' Kulkas', ' Laundry']","['Perbanas Institute Jakarta', 'Pasar Mencos', 'SMK Muhammadiyah 15', 'Plaza Setiabudi', 'Kuningan Village Futsal Lapangan 1']",Rp 2.000.000/bulan,yes,[' Tipe A'],['Luas kamar: 9m'],"[' Rp 2.000.000', ' ']","[['1 Tempat tidur (90x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel']]","[['AC', 'Lemari']]"
https://infokost.id/listing/rukita-rosewood-duren-tiga/,Rukita Rosewood Duren Tiga,"Jalan Pancoran Barat VII No 27. Rt 12, Kec. Pancoran, Jakarta Selatan","PANCORAN,           PANCORAN,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12780",-6.2520162,106.8370501,Kost Campur,,"[' Area makan', ' Area parkir', ' CCTV', ' Cleaning service', ' Dapur', ' Dispenser', ' Kompor', ' Kulkas', ' Laundry', ' Meja kompor', ' Ruang santai / ruang tamu', ' Wifi']","['\xa0\xa0Supermarket', '\xa0\xa0Sekolah', '\xa0\xa0Rumah Sakit', '\xa0\xa0Rumah Makan', '\xa0\xa0Mall', '\xa0\xa0Kampus', '\xa0\xa0Halte Bus']",Rp 3.200.000/bulan,yes,"[' Executive Twin A', ' Executive Twin B', ' Executive Queen A', ' Executive Queen B', ' Executive Queen C', ' Executive Queen D']","['Luas kamar: 18.00m', 'Luas kamar: 18.00m', 'Luas kamar: 18.00m', 'Luas kamar: 18.00m', 'Luas kamar: 18.00m', 'Luas kamar: 18.00m']","[' Rp 3.400.000', ' ', ' Rp 3.500.000', ' ', ' Rp 3.200.000', ' ', ' Rp 3.300.000', ' ', ' Rp 3.600.000', ' ', ' Rp 3.700.000', ' ']","[['2 Tempat tidur (100x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (100x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 1 orang', 'Termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 1 orang', 'Termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']]","[['AC', 'Kursi', 'Lemari', 'Meja'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV'], ['AC', 'Kursi', 'Lemari', 'Meja'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV'], ['AC', 'Kursi', 'Lemari', 'Meja'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV']]"
https://infokost.id/listing/kost-pak-komang-oka-denpasar-barat/,Kost Pak Komang Oka Denpasar Barat,"Jalan Nusa Ceningan No.5, Banjar Bumi Kerthi, Dauh Puri Kelod, Denpasar Barat, Kota Denpasar, Bali","DAUH PURI KLOD,           DENPASAR BARAT,           KOTA DENPASAR,           BALI",-8.674490865,115.2102697,Kost Campur,Luas Kamar: 10 -- 12 m,[],"['\xa0\xa0Supermarket', ' \xa0\xa0Sekolah', ' \xa0\xa0Rumah Sakit', ' \xa0\xa0Rumah Makan', ' \xa0\xa0Mall', ' \xa0\xa0Kampus', ' \xa0\xa0Halte Bus']",Rp 600.000/bulan,no,[],[],[],[],[]
https://infokost.id/listing/kost-sarbini-tipe-a-bandung-wetan-bandung/,Kost Sarbini Tipe A Bandung Wetan Bandung,Gg.pelesiran VI No 33/25 RT 04 RW 06 kel taman sari kec Bandung Wetan kota Bandung,"SARIJADI,           SUKASARI,           KOTA BANDUNG,           JAWA BARAT",-6.8959082,107.6055855,Kost Campur,Luas Kamar: 8--10 m,[],"['\xa0\xa0Supermarket', ' \xa0\xa0Sekolah', ' \xa0\xa0Rumah Sakit', ' \xa0\xa0Rumah Makan', ' \xa0\xa0Mall', ' \xa0\xa0Kampus', ' \xa0\xa0Halte Bus']",Rp 750.000/bulan,no,[],[],[],[],[]
https://infokost.id/listing/kost-putra-djaved-pogung/,Kost Putra D’Javed Pogung,"Jl. Pogung Raya No.272G, Pogung Kidul, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284","SINDUADI,           MLATI,           KABUPATEN SLEMAN,           DI YOGYAKARTA           55284",-7.7579476429901195,110.37423643324244,Kost Campur,,"[' Area parkir', ' CCTV', ' Cleaning service', ' Dapur', ' Ruang santai / ruang tamu']","['Coffe Shop', 'Apartemen Taman Melati Yogyakarta', 'Rumah Sakit Umum Pusat (RSUP) Dr. Sardjito', 'Monumen Yogya Kembali']",Rp 2.700.000/bulan,yes,"[' VIP', ' Standard']","['Luas kamar: 20m', 'Luas kamar: 16m']","[' Rp 3.700.000', ' ', ' Rp 2.700.000', ' ']","[['1 Tempat tidur (160x200) 2 orang', 'Termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (100x200) 1 orang', 'Termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower']]","[['AC', 'Kulkas', 'Kursi', 'Lemari', 'Meja', 'TV Kabel'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV Kabel']]"
https://infokost.id/listing/kost-bumi-aki-tipe-a-bandung-wetan/,Kost Bumi Aki Tipe A Bandung Wetan,"Taman sari bawah No.14/59 Rt.02/20 Kecamatan Bandung Wetan, Kota Bandung, Jawa Barat","HEGARMANAH,           CIKANCUNG,           KABUPATEN BANDUNG,           JAWA BARAT",-6.902894244,107.6057165,Kost Putra,Luas Kamar: 8--10 m,[],"['\xa0\xa0Supermarket', ' \xa0\xa0Sekolah', ' \xa0\xa0Rumah Sakit', ' \xa0\xa0Rumah Makan', ' \xa0\xa0Mall', ' \xa0\xa0Kampus', ' \xa0\xa0Halte Bus']",Rp 1.000.000/bulan,no,[],[],[],[],[]
https://infokost.id/listing/kost-pondok-al-amir-coblong-bandung/,Kost Pondok Al Amir Coblong Bandung,"Jl.Cisitu Lama No.3d/160b, Coblong, Bandung","DAGO,           COBLONG,           KOTA BANDUNG,           JAWA BARAT",-6.879124,107.610861,Kost Putra,Luas Kamar: 8--10 m,[],"['\xa0\xa0Supermarket', ' \xa0\xa0Sekolah', ' \xa0\xa0Rumah Sakit', ' \xa0\xa0Rumah Makan', ' \xa0\xa0Mall', ' \xa0\xa0Kampus', ' \xa0\xa0Halte Bus']",Rp 1.300.000/bulan,no,[],[],[],[],[]
https://infokost.id/listing/kost-king-unpar-cidadap-bandung/,Kost King Unpar Cidadap Bandung,"Jl. Bukit Jarian No.55, RT.4/RW.11, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141","GEGERKALONG,           SUKASARI,           KOTA BANDUNG,           JAWA BARAT",-6.87905905,107.6073843,Kost Campur,Luas Kamar: 8--10 m,[],"['\xa0\xa0Supermarket', ' \xa0\xa0Sekolah', ' \xa0\xa0Rumah Sakit', ' \xa0\xa0Rumah Makan', ' \xa0\xa0Mall', ' \xa0\xa0Kampus', ' \xa0\xa0Halte Bus']",Rp 1.600.000/bulan,no,[],[],[],[],[]
https://infokost.id/listing/apartemen-ecohome-perumahan-citra-raya-cikupa-tangerang/,"Apartemen Ecohome , Perumahan Citra Raya , Cikupa , Tangerang","Apartemen Ecohome Tower B, Unit QB 03/01C2 Kel Mekar bakti, Kec Panongan, Kab Tangerang, Banten","MEKAR BAKTI,           PANONGAN,           KABUPATEN TANGERANG,           BANTEN           15710",-6.252685672265878,106.52644459760289,Kost Campur,,"[' AC', ' Area parkir', ' CCTV', ' Cleaning service', ' Dapur', ' Gym', ' Jendela Menghadap Luar', ' Kolam renang', ' Kompor', ' Kulkas', ' Lift', ' Meja kompor', ' Mesin cuci', ' Tempat jemur pakaian', ' Wifi']","['Ecoplaza Citra Raya', 'Mal Ciputra Tangerang', 'Citra Raya World Of Wonders Theme Park']",Rp 2.800.000/bulan,yes,"[' Type C', ' Studio Type C / Type Paling besar', ' Studio Type C / Type Studio paling besar']","['Luas kamar: 29m', 'Luas kamar: 45m', 'Luas kamar: 29m']","[' Rp 2.800.000', ' ', ' Rp 2.800.000', ' ', ' Rp 2.800.000', ' ']","[['1 Tempat tidur (160x200) 2 orang', 'Tidak termasuk listrik', '\n          Terdapat Balkon          ', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel'], ['1 Tempat tidur (160x200) 2 orang', 'Tidak termasuk listrik', '\n          Terdapat Balkon          ', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel'], ['1 Tempat tidur (160x200) 2 orang', 'Tidak termasuk listrik', '\n          Terdapat Balkon          ', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel']]","[['AC', 'Kursi', 'Lemari', 'Meja', 'TV'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV']]"
https://infokost.id/listing/kost-otista-inn-jatinegara/,Kost Otista Inn Jatinegara,"Jl. Otista Raya No.60A, RT.3/RW.15, Bidara Cina, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13330","BIDARA CINA,           JATINEGARA,           KOTA JAKARTA TIMUR,           DKI JAKARTA           13330",-6.230335282620014,106.86733697468044,Kost Campur,,"[' Area parkir', ' CCTV', ' Ruang santai / ruang tamu', ' Wifi']","['Coffe Shop', 'Universitas Kristen Indonesia', 'RS Premier Jatinegara']",Rp 1.900.000/bulan,yes,"[' Standard', ' Premium']","['Luas kamar: 9m', 'Luas kamar: 20m']","[' Rp 1.900.000', ' ', ' Rp 2.400.000', ' ']","[['1 Tempat tidur (160x200) 2 orang', 'Termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 2 orang', 'Termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']]","[['AC', 'Kursi', 'Lemari', 'Meja', 'TV'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV']]"
https://infokost.id/listing/madreet-residence-tipe-g/,Madreet Residence Tipe G,"Jl. Madrasah I No.31, RT.7/RW.1, Gandaria Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12420","GANDARIA SELATAN,           CILANDAK,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12420",-6.268232714474229,106.79386580777921,Kost Campur,,"[' Area makan', ' Area parkir', ' Dapur', ' Dispenser', ' Kompor', ' Kulkas', ' Laundry', ' Ruang santai / ruang tamu', ' Wifi']","['LOTTE Mart Fatmawati', 'Stasiun MRT Haji Nawi', 'Stasiun MRT Cipete Raya', 'Pondok Indah Golf Course']",Rp 1.700.000/bulan,yes,[' Pocket Lite Single Bed'],"['Luas kamar: 7,68m']","[' Rp 1.700.000', ' ']","[['1 Tempat tidur (100x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi dalam, Shower']]","[['AC', 'Kursi', 'Lemari', 'Meja', 'TV']]"
https://infokost.id/listing/kost-gg-bugis-98/,Kost Gg Bugis 98,"JL. Kampung Bugis, RT. 09 RW. 04, Kemayoran, RT.8/RW.10, Kemayoran, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650","KEMAYORAN,           KEMAYORAN,           KOTA JAKARTA PUSAT,           DKI JAKARTA           10650",-6.167407,106.847698,Kost Campur,,"[' Area parkir', ' Dapur']","['Stasiun Pasar Senen', 'Stasiun Kemayoran', 'Pasar Nangka Bungur Market', 'Apotek', 'Pasar Jamblang', 'Lapangan Banteng Park']",Rp 700.000/bulan,yes,[' Standard single - kamar mandi luar'],['Luas kamar: 6m'],"[' Rp 700.000', ' ']","[['1 Tempat tidur (120x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi luar']]",[['Lemari']]
